"","date","county","state","cases","deaths","cs","casemax","deathmax","n","firstday","chard","hard","ndate","CasePctIncrease","dcases"
"7913",2020-05-15,"Wyandotte","Kansas",1170,69,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18397,0.94017094017094,-1.91086430821743
"7914",2020-05-16,"Wyandotte","Kansas",1199,70,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18398,2.418682235196,-6.10248521987084
"7915",2020-05-17,"Wyandotte","Kansas",1203,70,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18399,0.332502078137988,-3.42427266644438
"7916",2020-05-18,"Wyandotte","Kansas",1212,70,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18400,0.742574257425743,3.69071424079982
"7917",2020-05-19,"Wyandotte","Kansas",1224,70,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18401,0.980392156862745,6.6722807519862
"7918",2020-05-20,"Wyandotte","Kansas",1242,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18402,1.44927536231884,5.1918459342402
"7919",2020-05-21,"Wyandotte","Kansas",1266,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18403,1.8957345971564,0.400268985034764
"7920",2020-05-22,"Wyandotte","Kansas",1289,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18404,1.78432893716059,-6.22300996528255
"7921",2020-05-23,"Wyandotte","Kansas",1308,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18405,1.4525993883792,-8.85390748820704
"7922",2020-05-24,"Wyandotte","Kansas",1317,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18406,0.683371298405467,-5.46770302857854
"7923",2020-05-25,"Wyandotte","Kansas",1318,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18407,0.0758725341426404,0.136240540258331
"7924",2020-05-26,"Wyandotte","Kansas",1326,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18408,0.603318250377074,11.0197026184256
"7925",2020-05-27,"Wyandotte","Kansas",1332,71,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18409,0.45045045045045,12.3864523738947
"7926",2020-05-28,"Wyandotte","Kansas",1365,73,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18410,2.41758241758242,0.150336717487681
"7927",2020-05-29,"Wyandotte","Kansas",1396,73,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18411,2.22063037249284,-11.9167872078229
"7928",2020-05-30,"Wyandotte","Kansas",1404,73,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18412,0.56980056980057,-8.50240972234541
"7929",2020-05-31,"Wyandotte","Kansas",1414,74,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18413,0.707213578500707,5.50663740510702
"7930",2020-06-01,"Wyandotte","Kansas",1425,74,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18414,0.771929824561404,9.91101272602964
"7931",2020-06-02,"Wyandotte","Kansas",1442,74,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18415,1.17891816920943,7.16054674333759
"7932",2020-06-03,"Wyandotte","Kansas",1485,74,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18416,2.8956228956229,1.72292039614154
"7933",2020-06-04,"Wyandotte","Kansas",1500,74,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18417,1,-4.38401587936294
"7934",2020-06-05,"Wyandotte","Kansas",1537,75,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18418,2.40728692257645,-8.34058092645316
"7935",2020-06-06,"Wyandotte","Kansas",1552,75,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18419,0.966494845360825,-7.11753710533894
"7936",2020-06-07,"Wyandotte","Kansas",1562,75,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18420,0.640204865556978,-0.505327932952747
"7937",2020-06-08,"Wyandotte","Kansas",1575,75,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18421,0.825396825396825,5.92157969587045
"7938",2020-06-09,"Wyandotte","Kansas",1587,76,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18422,0.756143667296786,7.96389691197474
"7939",2020-06-10,"Wyandotte","Kansas",1617,76,"Wyandotte   Kansas",1617,76,91,2020-03-12,NA,2020-03-30,18423,1.85528756957328,6.99680174103939
"7940",2020-03-18,"Jefferson","Kentucky",11,0,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18339,NA,0.629582909248386
"7941",2020-03-19,"Jefferson","Kentucky",14,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18340,21.4285714285714,-0.411537590298669
"7942",2020-03-20,"Jefferson","Kentucky",23,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18341,39.1304347826087,-1.42517143128776
"7943",2020-03-21,"Jefferson","Kentucky",25,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18342,8,-0.56232209100682
"7944",2020-03-22,"Jefferson","Kentucky",26,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18343,3.84615384615385,1.06017436971033
"7945",2020-03-23,"Jefferson","Kentucky",31,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18344,16.1290322580645,1.76119971115768
"7946",2020-03-24,"Jefferson","Kentucky",40,1,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18345,22.5,2.30808076049947
"7947",2020-03-25,"Jefferson","Kentucky",43,3,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18346,6.97674418604651,5.14926258460591
"7948",2020-03-26,"Jefferson","Kentucky",57,3,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18347,24.5614035087719,3.37773225904827
"7949",2020-03-27,"Jefferson","Kentucky",76,4,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18348,25,-0.490351530296801
"7950",2020-03-28,"Jefferson","Kentucky",99,4,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18349,23.2323232323232,2.9681828268761
"7951",2020-03-29,"Jefferson","Kentucky",108,4,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18350,8.33333333333333,10.5840460496077
"7952",2020-03-30,"Jefferson","Kentucky",125,4,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18351,13.6,11.0310225466964
"7953",2020-03-31,"Jefferson","Kentucky",190,8,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18352,34.2105263157895,-3.8478139921004
"7954",2020-04-01,"Jefferson","Kentucky",221,8,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18353,14.027149321267,-11.3431988765467
"7955",2020-04-02,"Jefferson","Kentucky",249,12,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18354,11.2449799196787,-5.22377561097032
"7956",2020-04-03,"Jefferson","Kentucky",249,12,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18355,0,-1.96745238993468
"7957",2020-04-04,"Jefferson","Kentucky",294,12,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18356,15.3061224489796,4.03770357377355
"7958",2020-04-05,"Jefferson","Kentucky",304,12,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18357,3.28947368421053,9.67233628392125
"7959",2020-04-06,"Jefferson","Kentucky",313,20,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18358,2.87539936102236,6.20515695706195
"7960",2020-04-07,"Jefferson","Kentucky",402,27,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18359,22.1393034825871,0.0703582813039753
"7961",2020-04-08,"Jefferson","Kentucky",402,27,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18360,0,-3.56817364773853
"7962",2020-04-09,"Jefferson","Kentucky",436,33,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18361,7.79816513761468,-5.98074542255971
"7963",2020-04-10,"Jefferson","Kentucky",495,39,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18362,11.9191919191919,-7.59408416367927
"7964",2020-04-11,"Jefferson","Kentucky",495,40,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18363,0,-5.01078562106131
"7965",2020-04-12,"Jefferson","Kentucky",503,41,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18364,1.59045725646123,5.59328157584982
"7966",2020-04-13,"Jefferson","Kentucky",531,46,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18365,5.27306967984934,3.76445167876944
"7967",2020-04-14,"Jefferson","Kentucky",573,49,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18366,7.32984293193717,-7.65052666798058
"7968",2020-04-15,"Jefferson","Kentucky",582,53,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18367,1.54639175257732,-5.35123907179368
"7969",2020-04-16,"Jefferson","Kentucky",600,56,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18368,3,22.0063909300473
"7970",2020-04-17,"Jefferson","Kentucky",600,60,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18369,0,38.2839502382784
"7971",2020-04-18,"Jefferson","Kentucky",689,63,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18370,12.9172714078374,18.4783049214179
"7972",2020-04-19,"Jefferson","Kentucky",814,64,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18371,15.3562653562654,-14.9311893900348
"7973",2020-04-20,"Jefferson","Kentucky",867,67,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18372,6.11303344867359,-23.2082246079233
"7974",2020-04-21,"Jefferson","Kentucky",925,70,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18373,6.27027027027027,-3.03855799280164
"7975",2020-04-22,"Jefferson","Kentucky",954,76,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18374,3.0398322851153,10.1557451066194
"7976",2020-04-23,"Jefferson","Kentucky",1008,78,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18375,5.35714285714286,-3.95720360939107
"7977",2020-04-24,"Jefferson","Kentucky",1121,78,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18376,10.0802854594112,-25.5851073212812
"7978",2020-04-25,"Jefferson","Kentucky",1121,81,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18377,0,-14.6037809097683
"7979",2020-04-26,"Jefferson","Kentucky",1121,81,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18378,0,12.5041029912774
"7980",2020-04-27,"Jefferson","Kentucky",1140,83,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18379,1.66666666666667,23.9032526516193
"7981",2020-04-28,"Jefferson","Kentucky",1224,85,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18380,6.86274509803922,4.24104897489116
"7982",2020-04-29,"Jefferson","Kentucky",1281,90,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18381,4.44964871194379,-13.3618528268348
"7983",2020-04-30,"Jefferson","Kentucky",1307,91,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18382,1.98928844682479,-11.7998092316986
"7984",2020-05-01,"Jefferson","Kentucky",1352,93,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18383,3.32840236686391,-7.08783192991225
"7985",2020-05-02,"Jefferson","Kentucky",1365,96,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18384,0.952380952380952,2.99409765907152
"7986",2020-05-03,"Jefferson","Kentucky",1403,96,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18385,2.70848182466144,11.6513037651642
"7987",2020-05-04,"Jefferson","Kentucky",1419,101,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18386,1.12755461592671,9.8690920377298
"7988",2020-05-05,"Jefferson","Kentucky",1497,108,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18387,5.21042084168337,1.07437456336502
"7989",2020-05-06,"Jefferson","Kentucky",1535,108,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18388,2.47557003257329,-7.71630039769343
"7990",2020-05-07,"Jefferson","Kentucky",1578,113,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18389,2.72496831432193,-12.9132966718051
"7991",2020-05-08,"Jefferson","Kentucky",1610,113,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18390,1.98757763975155,-6.30827561550326
"7992",2020-05-09,"Jefferson","Kentucky",1642,117,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18391,1.94884287454324,7.9564195680355
"7993",2020-05-10,"Jefferson","Kentucky",1642,117,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18392,0,17.5301070321671
"7994",2020-05-11,"Jefferson","Kentucky",1691,119,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18393,2.8976936723832,4.65833989536939
"7995",2020-05-12,"Jefferson","Kentucky",1808,123,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18394,6.4712389380531,-15.1127806343549
"7996",2020-05-13,"Jefferson","Kentucky",1788,124,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18395,-1.11856823266219,-8.48270646748153
"7997",2020-05-14,"Jefferson","Kentucky",1822,126,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18396,1.86608122941822,3.19004589735969
"7998",2020-05-15,"Jefferson","Kentucky",1864,126,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18397,2.25321888412017,5.34001596639579
"7999",2020-05-16,"Jefferson","Kentucky",1922,127,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18398,3.01768990634755,6.54289725315575
"8000",2020-05-17,"Jefferson","Kentucky",1922,127,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18399,0,8.5813272663111
"8001",2020-05-18,"Jefferson","Kentucky",2009,129,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18400,4.33051269288203,3.17385853299215
"8002",2020-05-19,"Jefferson","Kentucky",2067,132,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18401,2.80599903241413,-4.25541060899787
"8003",2020-05-20,"Jefferson","Kentucky",2105,140,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18402,1.80522565320665,-0.000934348985933772
"8004",2020-05-21,"Jefferson","Kentucky",2144,144,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18403,1.81902985074627,-4.97151838304322
"8005",2020-05-22,"Jefferson","Kentucky",2233,146,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18404,3.98566950291088,-14.9275120575433
"8006",2020-05-23,"Jefferson","Kentucky",2249,147,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18405,0.711427301022677,-4.72045902278863
"8007",2020-05-24,"Jefferson","Kentucky",2249,147,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18406,0,13.6705412985466
"8008",2020-05-25,"Jefferson","Kentucky",2307,152,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18407,2.51408755960121,18.082998004501
"8009",2020-05-26,"Jefferson","Kentucky",2376,154,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18408,2.9040404040404,-1.66648038421189
"8010",2020-05-27,"Jefferson","Kentucky",2427,157,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18409,2.10135970333745,-13.1166523616352
"8011",2020-05-28,"Jefferson","Kentucky",2485,159,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18410,2.33400402414487,-7.67728348188928
"8012",2020-05-29,"Jefferson","Kentucky",2485,159,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18411,0,-9.21938080505148
"8013",2020-05-30,"Jefferson","Kentucky",2555,161,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18412,2.73972602739726,-15.1525398972335
"8014",2020-05-31,"Jefferson","Kentucky",2555,161,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18413,0,-10.49050431191
"8015",2020-06-01,"Jefferson","Kentucky",2555,161,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18414,0,17.1625779635563
"8016",2020-06-02,"Jefferson","Kentucky",2566,164,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18415,0.428682774746687,44.1424016600688
"8017",2020-06-03,"Jefferson","Kentucky",2612,164,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18416,1.76110260336907,45.4903615386056
"8018",2020-06-04,"Jefferson","Kentucky",2760,172,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18417,5.36231884057971,19.9121576292401
"8019",2020-06-05,"Jefferson","Kentucky",2843,174,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18418,2.91945128385508,-15.872646573948
"8020",2020-06-06,"Jefferson","Kentucky",3043,177,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18419,6.57246138678935,-33.8146260103651
"8021",2020-06-07,"Jefferson","Kentucky",3043,177,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18420,0,-22.5839191134965
"8022",2020-06-08,"Jefferson","Kentucky",3104,179,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18421,1.96520618556701,-2.61194281487232
"8023",2020-06-09,"Jefferson","Kentucky",3186,179,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18422,2.57376020087885,2.25694874596887
"8024",2020-06-10,"Jefferson","Kentucky",3226,180,"Jefferson   Kentucky",3226,180,95,2020-03-08,NA,2020-03-26,18423,1.23992560446373,-11.3901816389816
"8025",2020-03-30,"Warren","Kentucky",11,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18351,NA,0.0452340173185903
"8026",2020-03-31,"Warren","Kentucky",13,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18352,15.3846153846154,-0.368290662652201
"8027",2020-04-01,"Warren","Kentucky",17,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18353,23.5294117647059,-0.8641240073636
"8028",2020-04-02,"Warren","Kentucky",18,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18354,5.55555555555556,-0.708565414755681
"8029",2020-04-03,"Warren","Kentucky",18,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18355,0,-0.190112218535965
"8030",2020-04-04,"Warren","Kentucky",19,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18356,5.26315789473684,1.03876493380515
"8031",2020-04-05,"Warren","Kentucky",20,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18357,5,1.78471290283936
"8032",2020-04-06,"Warren","Kentucky",20,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18358,0,1.05796455669269
"8033",2020-04-07,"Warren","Kentucky",32,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18359,37.5,-0.590364744570943
"8034",2020-04-08,"Warren","Kentucky",32,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18360,0,-0.421030794375239
"8035",2020-04-09,"Warren","Kentucky",35,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18361,8.57142857142857,0.623172984673713
"8036",2020-04-10,"Warren","Kentucky",35,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18362,0,-0.0172762710460191
"8037",2020-04-11,"Warren","Kentucky",49,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18363,28.5714285714286,-1.21986379597395
"8038",2020-04-12,"Warren","Kentucky",46,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18364,-6.52173913043478,0.1595603162259
"8039",2020-04-13,"Warren","Kentucky",47,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18365,2.12765957446809,2.52651027445112
"8040",2020-04-14,"Warren","Kentucky",52,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18366,9.61538461538462,2.39192152928534
"8041",2020-04-15,"Warren","Kentucky",64,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18367,18.75,1.0053652287506
"8042",2020-04-16,"Warren","Kentucky",71,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18368,9.85915492957746,-0.778588994292512
"8043",2020-04-17,"Warren","Kentucky",82,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18369,13.4146341463415,-0.758903896791384
"8044",2020-04-18,"Warren","Kentucky",87,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18370,5.74712643678161,1.14458370146895
"8045",2020-04-19,"Warren","Kentucky",95,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18371,8.42105263157895,3.66556937051145
"8046",2020-04-20,"Warren","Kentucky",101,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18372,5.94059405940594,5.60071237815743
"8047",2020-04-21,"Warren","Kentucky",132,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18373,23.4848484848485,3.59387648029235
"8048",2020-04-22,"Warren","Kentucky",132,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18374,0,-1.08886372681672
"8049",2020-04-23,"Warren","Kentucky",184,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18375,28.2608695652174,-5.02863813496693
"8050",2020-04-24,"Warren","Kentucky",184,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18376,0,-1.66835720483804
"8051",2020-04-25,"Warren","Kentucky",184,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18377,0,4.94560037690087
"8052",2020-04-26,"Warren","Kentucky",219,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18378,15.9817351598174,6.75518714368508
"8053",2020-04-27,"Warren","Kentucky",234,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18379,6.41025641025641,6.30582385493916
"8054",2020-04-28,"Warren","Kentucky",263,0,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18380,11.0266159695817,0.374500273763489
"8055",2020-04-29,"Warren","Kentucky",313,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18381,15.9744408945687,-7.18491882349542
"8056",2020-04-30,"Warren","Kentucky",332,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18382,5.72289156626506,-8.56482289376949
"8057",2020-05-01,"Warren","Kentucky",344,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18383,3.48837209302326,-3.03447640723681
"8058",2020-05-02,"Warren","Kentucky",352,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18384,2.27272727272727,4.34245192291657
"8059",2020-05-03,"Warren","Kentucky",369,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18385,4.6070460704607,6.01876354600645
"8060",2020-05-04,"Warren","Kentucky",400,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18386,7.75,3.9010432229666
"8061",2020-05-05,"Warren","Kentucky",426,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18387,6.10328638497653,2.37940555222878
"8062",2020-05-06,"Warren","Kentucky",447,1,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18388,4.69798657718121,-0.829145625651792
"8063",2020-05-07,"Warren","Kentucky",492,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18389,9.14634146341463,-5.67131622115611
"8064",2020-05-08,"Warren","Kentucky",512,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18390,3.90625,-5.62100923239789
"8065",2020-05-09,"Warren","Kentucky",530,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18391,3.39622641509434,3.51158209354528
"8066",2020-05-10,"Warren","Kentucky",530,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18392,0,10.6671006335718
"8067",2020-05-11,"Warren","Kentucky",573,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18393,7.5043630017452,9.10882172743264
"8068",2020-05-12,"Warren","Kentucky",637,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18394,10.0470957613815,5.06748646184599
"8069",2020-05-13,"Warren","Kentucky",637,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18395,0,0.451203460677582
"8070",2020-05-14,"Warren","Kentucky",730,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18396,12.7397260273973,-9.85720927297273
"8071",2020-05-15,"Warren","Kentucky",751,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18397,2.79627163781625,-13.5331337872153
"8072",2020-05-16,"Warren","Kentucky",776,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18398,3.22164948453608,-5.4055863991547
"8073",2020-05-17,"Warren","Kentucky",776,2,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18399,0,2.25461662531468
"8074",2020-05-18,"Warren","Kentucky",810,3,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18400,4.19753086419753,4.52349881154897
"8075",2020-05-19,"Warren","Kentucky",828,3,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18401,2.17391304347826,2.20064134480505
"8076",2020-05-20,"Warren","Kentucky",863,3,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18402,4.05561993047509,-0.563495801363541
"8077",2020-05-21,"Warren","Kentucky",879,5,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18403,1.82025028441411,-5.3420103133041
"8078",2020-05-22,"Warren","Kentucky",917,5,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18404,4.14394765539804,-9.58786329786336
"8079",2020-05-23,"Warren","Kentucky",920,5,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18405,0.326086956521739,-5.95174880866873
"8080",2020-05-24,"Warren","Kentucky",920,5,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18406,0,1.98328090967733
"8081",2020-05-25,"Warren","Kentucky",920,5,"Warren   Kentucky",1179,8,85,2020-03-18,NA,2020-03-26,18407,0,5.83190655935323
